Banker_50,Bomb,Dictator,Investor,Proposer,Public_Goods,Responder
51,37,1,0,40,8,40
50,67,1,0,40,8,50
50,75,1,0,30,8,50
0,49,0,0,40,8,50
50,75,1,10,40,8,50
0,50,1,0,40,8,50
51,37,0,10,40,8,50
50,49,1,10,40,8,40
0,50,0,20,40,8,50
0,49,1,0,40,8,50
0,67,1,10,40,8,50
51,67,1,10,40,8,40
51,49,1,0,40,8,50
50,69,1,0,30,8,50
0,75,1,0,40,8,50
0,69,1,10,45,8,50
50,75,0,0,40,8,50
50,67,1,0,40,10,50
50,50,1,0,40,8,50
50,75,0,10,40,10,50
50,60,1,10,40,10,40
50,50,1,0,40,8,50
50,75,0,0,40,8,50
0,60,1,0,40,8,50
50,75,1,20,40,8,50
51,67,0,20,40,8,50
51,37,1,10,40,8,50
51,37,1,20,40,8,50
50,49,1,10,40,10,50
50,67,1,20,40,8,50
51,67,1,10,40,10,50
51,50,1,0,60,10,50
50,49,1,0,40,8,50
50,49,1,10,40,8,49
50,63,1,10,40,8,50
50,37,0,20,40,8,50
51,49,1,0,40,8,40
51,50,1,10,40,8,49
50,49,1,0,40,8,40
51,67,1,10,40,8,40
50,49,0,10,40,8,40
50,67,1,10,40,8,40
51,67,1,0,99,8,40
51,50,1,10,99,8,40
50,69,0,0,99,8,40
50,67,1,10,99,12,50
51,80,1,10,99,8,50
50,60,1,0,99,10,40
50,37,1,10,99,8,40
50,50,1,0,99,10,50
51,75,1,10,99,8,40
50,37,0,0,99,8,50
50,63,1,10,99,8,40
51,63,1,0,99,8,40
50,37,1,10,99,10,50
50,37,1,0,1,8,40
50,67,1,10,1,12,40
50,49,1,20,1,8,40
50,67,1,10,1,8,40
50,63,1,10,1,8,50
50,63,0,10,1,8,1
0,63,0,0,1,8,1
50,37,1,0,1,8,1
0,63,1,10,1,8,49
51,37,1,0,1,8,49
50,63,1,0,1,8,49
51,50,0,0,1,10,49
0,51,1,0,1,10,49
51,51,1,0,1,8,49
50,63,1,10,1,8,49
51,50,1,20,1,8,45
50,63,1,10,1,8,49
51,67,1,10,1,8,49
50,51,1,10,1,8,49
50,49,1,20,10,8,49
50,63,1,10,1,8,49
51,49,1,10,1,10,49
51,63,0,20,1,8,49
51,63,1,20,1,8,49
50,49,0,30,1,8,49
51,50,1,20,1,8,49
50,63,0,20,1,8,48
0,63,1,30,1,8,49
50,49,1,30,1,10,49
51,63,0,20,1,8,49
0,37,1,20,1,8,49
50,50,1,20,1,8,45
50,37,1,20,1,8,49
50,37,0,20,1,8,49
50,67,1,20,1,8,49
0,69,1,20,1,8,49
100,49,0,20,1,8,49
0,63,1,20,1,10,49
0,63,1,20,1,10,49
50,37,1,20,1,8,49
50,50,1,20,1,8,49
50,51,1,20,1,8,49
50,50,1,20,1,8,48
51,50,0,20,1,8,49
51,63,1,20,1,8,49
51,63,1,20,1,8,49
0,63,1,20,1,8,49
51,50,1,20,1,8,49
51,51,0,20,1,12,95
50,50,1,20,1,8,95
50,63,1,20,1,8,95
100,37,1,20,1,8,95
100,49,1,20,1,8,95
100,50,1,20,1,8,95
100,37,1,20,1,8,95
100,63,1,20,1,8,95
100,49,1,20,1,8,95
100,25,1,20,30,10,95
100,50,0,20,1,8,99
100,50,1,20,1,10,95
100,63,1,20,1,8,95
100,51,1,20,1,8,99
100,60,1,20,1,8,99
100,37,1,20,1,8,95
100,50,0,20,1,8,95
100,63,0,20,1,8,99
100,99,1,20,1,8,95
120,50,1,20,1,8,95
100,50,1,20,1,10,1
120,50,1,20,1,8,1
100,63,1,20,1,8,1
120,50,1,20,1,8,1
100,49,1,20,1,10,1
100,50,1,20,1,8,1
100,50,1,20,1,10,1
100,49,1,20,1,8,1
100,49,0,20,1,8,1
120,50,1,20,1,8,1
100,50,1,20,1,10,1
100,49,1,20,1,10,1
100,63,1,20,1,8,1
100,49,1,20,1,8,1
100,63,1,20,1,8,1
100,50,1,20,1,8,1
100,50,0,20,1,8,1
100,49,0,20,1,8,1
100,10,0,20,1,8,1
100,63,1,20,1,8,1
100,99,0,20,1,8,1
100,49,0,20,1,8,1
100,50,1,20,1,8,1
100,50,1,20,1,8,1
100,63,1,20,1,8,0
120,50,1,20,1,8,1
100,50,0,20,1,8,1
100,50,1,20,1,8,1
100,50,1,20,1,10,1
100,63,0,20,1,8,1
100,10,1,20,1,8,1
100,50,1,20,1,8,1
100,50,0,20,1,12,1
100,24,0,20,1,8,1
100,50,1,20,1,10,1
100,49,1,20,1,8,1
100,50,1,20,1,8,1
100,49,1,20,1,8,1
100,49,1,20,1,8,1
100,63,1,20,1,8,1
100,49,1,20,1,8,1
100,37,0,20,1,8,1
100,37,1,20,1,8,1
100,50,0,20,1,8,1
100,50,1,20,1,8,1
100,50,1,20,1,8,1
100,49,10,20,1,8,1
100,50,2,20,1,8,1
100,50,10,20,1,8,1
100,37,5,20,1,8,1
100,49,1,20,1,8,1
100,50,1,20,1,10,1
100,50,5,20,1,8,1
100,50,2,20,1,8,1
100,50,5,20,1,8,1
100,63,1,20,1,8,1
100,50,10,20,1,10,1
100,50,2,20,1,8,1
100,49,2,20,1,10,1
100,50,10,10,1,8,1
120,37,2,20,1,8,1
100,63,2,20,1,8,1
100,50,1,20,1,8,1
100,50,2,20,50,8,1
100,63,2,20,50,8,1
100,50,2,20,50,8,1
100,50,1,20,50,8,1
100,49,10,20,50,8,0
100,63,1,20,50,8,1
100,50,10,40,50,8,1
100,50,10,70,50,8,1
100,50,10,70,50,8,1
100,50,10,50,50,11,1
100,49,2,50,50,8,1
100,63,2,50,50,10,1
100,63,10,33,50,8,1
100,63,2,33,50,8,1
100,50,10,50,50,8,1
100,50,1,50,50,8,1
100,50,2,50,50,8,1
100,63,1,30,50,8,1
120,50,10,30,50,8,1
100,63,10,30,50,8,1
100,49,2,50,50,8,1
100,74,2,30,50,8,1
100,49,5,40,50,8,1
100,63,1,30,50,8,1
100,50,10,50,50,10,1
100,49,10,30,50,8,1
100,49,2,50,50,10,1
100,50,2,30,50,8,1
100,50,10,50,50,8,1
100,50,2,33,50,8,1
100,50,1,40,50,8,1
100,69,2,40,50,8,1
100,50,1,40,50,8,1
100,50,1,30,50,8,1
100,50,10,50,50,8,1
100,63,2,30,50,8,1
100,49,2,40,50,8,1
100,50,2,40,50,8,40
100,63,10,40,50,8,33
100,99,1,30,50,8,40
100,25,1,50,50,8,40
100,49,10,50,50,8,40
100,49,5,50,50,8,40
100,50,2,30,50,8,40
100,50,2,50,50,8,40
120,50,2,50,50,8,40
100,63,5,50,50,8,40
100,69,1,40,50,10,38
100,50,2,40,50,8,40
100,49,1,50,50,8,40
100,50,1,40,50,8,40
100,50,2,50,50,10,40
100,50,1,40,50,8,40
100,50,1,30,50,8,40
100,50,2,50,50,8,40
100,49,1,30,50,8,40
100,50,2,40,50,10,40
100,50,1,30,50,8,40
100,99,1,40,50,8,40
100,30,1,33,50,8,40
100,50,1,40,50,8,40
100,50,2,30,50,8,40
100,49,1,50,50,10,40
100,50,2,30,50,8,40
100,50,5,50,50,8,40
100,50,1,50,50,8,40
100,49,5,40,50,8,40
100,63,1,50,50,8,40
100,50,2,40,50,8,40
100,63,1,40,50,8,40
100,50,1,40,50,8,40
100,45,1,50,50,8,40
100,50,1,50,50,8,40
100,50,1,40,50,8,40
100,50,1,40,50,8,40
100,63,1,50,50,8,40
100,50,1,30,50,8,40
100,37,2,30,50,8,40
120,63,1,50,50,8,40
100,37,1,33,50,8,40
100,99,1,30,50,8,40
100,49,1,50,50,8,40
100,50,1,33,50,8,40
100,63,2,33,50,8,40
100,63,1,33,50,12,40
100,50,1,40,50,8,40
100,49,10,50,50,8,40
100,50,1,33,50,8,40
100,50,1,50,50,8,40
100,50,1,50,80,8,40
100,50,5,40,90,5,40
100,50,1,40,90,5,40
100,63,1,50,99,5,40
100,50,1,40,95,5,40
100,49,1,40,80,5,40
100,63,2,30,90,5,40
100,50,1,50,80,4,40
100,49,1,30,90,8,40
100,25,1,33,80,8,30
100,49,1,40,99,5,40
100,69,1,50,98,5,40
100,63,1,50,95,5,40
100,50,1,40,80,8,40
100,50,2,40,99,5,40
100,50,1,30,1,5,40
100,50,1,40,1,5,40
120,49,1,30,1,5,40
100,49,1,30,1,5,40
120,49,1,50,1,5,40
100,49,1,50,1,5,40
100,49,1,30,1,4,40
100,63,1,33,1,8,40
100,69,1,40,1,5,40
100,63,1,40,60,4,40
100,50,1,30,40,5,40
100,50,1,50,40,8,40
100,50,1,33,55,5,40
100,50,1,33,45,4,40
100,37,1,40,50,5,40
100,50,1,40,40,5,40
100,50,1,50,60,5,40
100,50,1,30,60,5,40
100,63,1,50,60,5,40
100,50,1,30,50,4,40
100,50,1,40,60,5,40
100,50,1,30,60,5,40
100,50,5,40,40,5,40
100,50,1,40,40,4,40
100,49,5,30,50,5,40
100,50,1,30,45,5,40
100,50,2,40,50,5,40
100,63,1,30,50,5,40
100,68,5,50,60,5,40
100,50,1,50,60,4,40
100,49,1,30,60,5,40
100,49,50,30,50,4,40
100,63,50,30,50,5,40
100,50,50,30,50,4,40
100,50,50,40,40,5,34
100,50,50,30,50,5,40
100,50,50,30,60,4,40
100,63,50,40,50,2,40
100,50,50,40,40,5,40
120,63,50,50,50,4,40
100,50,50,50,60,4,40
100,50,50,30,50,5,40
100,49,50,50,45,5,40
120,49,50,40,60,5,40
100,50,50,30,60,4,40
100,50,50,40,50,5,40
100,50,50,40,50,5,40
100,50,50,50,50,4,40
100,50,50,50,60,5,40
100,50,50,50,40,5,40
100,63,50,40,40,5,40
100,49,50,40,50,4,40
100,50,50,50,60,5,40
100,50,50,50,60,5,40
100,50,50,50,60,4,40
100,99,50,50,50,5,40
100,50,50,50,60,5,40
100,49,50,40,60,5,40
100,63,50,50,60,5,40
100,49,50,50,50,5,40
100,50,50,40,40,5,40
100,50,60,50,45,8,40
100,63,50,30,50,5,40
100,50,50,40,50,5,40
100,50,60,40,60,5,40
100,63,50,50,40,5,40
100,50,50,50,50,8,40
100,50,50,50,40,5,40
100,50,50,50,45,5,40
100,50,50,50,50,4,40
100,50,50,50,50,5,40
100,50,50,50,45,4,40
100,50,50,30,50,5,40
100,63,60,40,60,4,40
120,50,50,50,50,5,40
100,50,50,30,40,5,40
120,50,50,50,50,4,40
120,50,50,50,55,5,40
100,49,50,50,48,5,40
100,50,60,30,40,4,40
100,49,50,30,40,5,40
100,50,50,50,40,4,40
100,50,50,50,45,5,40
100,63,50,50,55,4,40
100,50,50,50,40,5,40
100,50,50,50,48,5,1
100,63,50,50,45,8,1
100,50,50,50,55,8,1
100,50,50,50,45,8,1
100,66,50,30,45,12,1
100,49,50,50,45,8,40
100,49,50,50,45,10,40
100,99,50,50,45,8,40
100,50,50,50,49,8,40
100,50,50,40,55,8,49
100,63,50,50,45,12,40
100,50,50,40,55,8,40
100,49,50,50,52,8,40
100,50,50,40,55,10,40
100,49,50,40,45,12,40
100,49,50,50,55,8,40
100,50,50,40,53,12,40
120,50,50,50,55,12,40
100,50,50,50,45,8,40
100,50,50,50,45,8,40
100,49,50,50,40,8,40
100,50,50,50,49,12,50
100,66,50,50,60,8,40
100,99,50,50,45,8,40
100,99,50,40,50,12,40
100,99,50,50,55,8,40
100,99,50,50,45,8,40
100,100,50,50,55,10,49
100,99,50,50,45,10,40
100,99,50,50,45,8,49
100,99,50,50,40,8,40
100,99,50,50,55,8,50
100,99,50,50,55,8,49
100,100,50,50,48,8,40
100,99,50,50,45,8,40
100,99,50,30,48,8,40
100,99,50,30,40,8,49
100,100,50,50,49,8,40
100,99,50,60,50,10,30
100,100,50,50,49,12,50
100,99,50,50,52,10,40
100,100,50,50,48,12,40
100,100,50,60,48,8,40
100,99,50,60,45,8,40
100,99,50,60,40,8,40
100,99,50,60,40,8,40
100,99,50,60,45,8,40
100,100,50,100,40,12,40
100,100,50,100,45,8,50
100,99,50,100,50,8,40
100,99,50,100,50,8,40
100,99,50,100,45,8,40
100,99,50,100,45,12,50
120,99,50,90,49,8,40
100,99,50,100,40,12,49
100,99,50,100,40,8,40
100,99,50,100,55,12,40
100,99,50,100,40,12,49
100,99,50,50,48,10,40
100,100,50,100,45,12,50
100,99,50,20,45,12,40
100,100,50,20,48,12,40
100,99,50,30,49,8,40
100,99,50,1,55,12,40
100,100,50,1,48,10,40
100,100,50,1,45,12,40
100,99,50,1,55,12,40
100,99,50,1,45,14,50
100,99,50,1,40,12,40
100,99,50,1,40,10,40
100,99,50,1,55,10,40
90,99,50,1,45,12,40
100,99,50,1,50,12,40
100,99,50,1,45,12,40
100,100,50,1,45,12,40
90,99,50,1,45,14,40
100,99,50,10,50,12,49
100,99,50,5,55,15,50
100,99,50,5,45,12,40
120,99,50,5,48,12,50
100,99,50,5,45,15,40
100,99,50,5,55,10,49
100,99,50,5,45,15,40
100,100,50,5,80,15,40
100,99,50,5,90,15,40
100,99,50,5,80,12,40
100,99,50,10,90,15,40
100,99,50,5,90,15,40
100,99,50,5,90,12,40
100,100,50,5,80,10,40
100,100,50,5,80,12,40
100,99,50,10,90,10,40
100,100,50,5,80,12,40
100,99,50,5,80,12,40
100,99,50,5,80,12,40
100,100,50,10,80,15,50
100,100,50,1,80,15,40
100,99,50,10,90,12,40
100,99,50,10,90,15,40
100,99,50,1,70,12,40
100,100,50,1,95,15,40
100,99,50,5,90,15,49
100,100,50,5,80,15,49
100,99,50,10,80,15,40
100,99,50,1,95,15,40
100,99,50,5,85,12,49
100,99,50,5,90,15,40
120,99,50,5,90,15,40
100,99,50,60,80,20,40
100,50,50,60,80,12,40
100,50,50,50,0,12,40
120,25,50,50,0,15,40
90,49,50,40,0,15,40
100,49,50,50,0,10,40
100,50,50,60,0,10,49
1,50,50,70,0,12,40
1,50,50,50,0,15,50
1,50,50,50,0,14,49
1,50,50,70,0,12,40
1,50,50,50,0,8,40
1,25,50,60,1,10,40
0,69,50,50,0,14,40
0,37,50,40,0,15,40
1,49,50,40,0,10,40
1,50,50,50,0,10,40
1,50,50,50,0,12,49
0,63,50,50,0,15,49
0,38,50,50,0,15,49
1,50,10,50,0,12,40
0,25,5,60,0,12,40
1,37,10,40,0,14,40
1,60,5,40,0,15,40
1,37,1,50,0,18,40
0,63,1,50,0,15,40
0,25,5,30,0,15,40
0,50,2,50,0,15,40
1,38,2,50,0,12,49
1,50,10,50,0,10,40
0,68,1,50,0,10,40
1,50,5,50,0,15,40
1,50,2,50,0,12,40
1,68,10,50,0,12,40
1,50,1,60,0,10,40
1,49,2,60,0,15,40
1,49,1,50,0,10,40
1,49,45,70,0,15,50
0,49,40,50,0,16,40
1,37,45,50,0,15,40
1,50,40,50,0,15,50
1,50,40,40,0,15,40
0,50,40,50,0,10,40
0,50,40,50,0,15,40
1,68,40,50,0,12,40
1,37,40,50,0,15,49
1,50,45,50,40,16,49
1,50,45,50,40,15,40
1,30,40,70,40,15,40
1,37,43,50,40,12,40
1,50,45,60,40,15,40
1,49,45,50,40,14,50
1,63,45,50,40,12,40
1,49,45,50,40,12,40
1,69,45,40,40,12,40
1,37,40,60,40,15,40
1,37,45,60,40,15,50
1,69,40,40,40,16,50
1,50,40,50,40,12,40
1,1,45,50,40,12,40
0,1,40,50,40,10,40
1,1,45,50,40,12,40
1,1,40,50,40,12,49
1,1,40,50,40,12,40
1,1,45,50,40,15,40
1,1,42,50,40,16,40
0,1,40,60,40,15,30
1,1,45,50,40,20,40
1,1,40,50,40,12,20
1,1,40,60,40,15,30
0,1,40,50,40,12,20
1,1,40,60,40,10,40
1,1,40,50,40,15,30
0,1,45,40,40,12,30
0,1,40,50,40,15,20
1,0,45,60,40,15,1
1,1,40,60,40,15,40
1,1,45,70,40,10,30
1,1,40,50,40,15,1
1,0,40,50,40,15,1
0,1,40,50,40,15,30
1,1,60,60,40,10,40
0,1,40,60,40,12,30
1,1,40,60,40,5,30
1,1,45,50,40,5,20
0,1,45,67,40,0,20
0,1,40,60,40,5,1
1,1,45,70,40,0,40
1,1,40,30,40,5,20
1,1,45,30,40,0,30
1,1,45,30,40,0,40
0,1,45,50,40,4,30
1,1,45,50,40,5,20
1,1,40,60,40,2,30
1,1,40,50,40,5,30
1,1,45,20,40,0,1
1,1,45,10,40,0,40
1,1,40,20,40,0,20
1,1,40,10,40,5,1
1,1,45,10,40,5,30
1,1,40,10,40,5,30
0,1,45,20,40,5,20
0,1,40,10,40,0,40
1,1,40,10,40,5,30
0,1,45,20,40,5,20
0,1,40,10,40,0,30
1,1,40,10,40,4,30
1,1,45,10,40,0,20
1,1,45,20,40,4,20
0,1,45,10,40,0,20
1,1,40,20,50,5,30
1,1,40,20,50,5,30
0,1,40,10,50,0,40
1,1,40,10,50,0,20
1,1,45,10,50,0,30
1,1,40,10,50,5,20
0,0,45,10,50,5,30
1,1,45,20,50,0,30
1,25,45,20,50,4,30
50,35,45,20,50,5,30
0,25,40,10,50,0,20
1,50,40,20,50,5,40
0,30,43,10,50,5,1
1,49,40,10,50,0,30
1,25,45,10,50,4,30
0,25,45,20,50,5,30
1,50,40,20,50,5,0
0,25,40,20,50,0,1
1,50,40,20,50,5,1
1,25,40,10,50,0,0
1,40,40,20,50,0,60
0,50,40,10,50,0,51
0,49,45,10,50,5,66
1,50,40,20,50,0,60
0,60,45,20,50,5,60
1,67,40,20,50,0,60
0,33,40,10,50,0,60
1,25,45,10,50,5,60
0,50,40,10,50,0,51
0,50,40,20,50,0,60
1,69,40,20,50,4,60
1,50,45,20,50,5,60
1,25,45,20,50,0,60
0,49,40,20,50,5,60
1,49,40,20,50,4,60
1,50,40,50,50,4,60
0,49,45,33,50,0,60
1,50,60,50,50,5,60
1,50,45,33,50,0,60
1,50,40,50,50,4,60
1,67,40,33,50,5,60
1,67,40,50,50,0,60
0,50,60,33,50,4,60
0,50,40,25,50,5,51
1,50,55,30,50,5,60
1,63,45,30,50,0,60
1,49,40,50,50,0,66
1,49,60,67,50,4,60
1,25,45,67,50,5,60
1,37,45,67,50,5,60
1,25,40,50,50,4,60
0,49,45,33,50,0,60
0,49,45,30,50,4,60
1,37,45,67,50,4,60
0,66,40,50,50,5,60
1,63,40,50,50,0,60
0,63,40,50,50,5,60
0,63,40,50,50,5,60
0,63,40,50,50,4,66
0,37,45,50,50,5,51
0,69,40,60,50,5,60
0,63,45,33,50,0,60
0,63,40,33,50,0,60
0,63,45,33,50,0,60
0,63,40,50,50,4,60
0,80,40,50,50,0,51
0,49,45,33,50,6,60
0,63,40,50,50,0,66
0,63,40,50,50,8,51
0,75,40,50,50,0,66
50,49,45,33,50,4,60
0,37,40,33,50,5,40
50,75,45,50,50,5,40
51,37,60,25,50,5,40
50,66,40,25,50,5,40
0,67,45,25,50,1,40
51,49,45,25,50,1,40
50,37,40,25,50,1,40
0,37,40,25,50,1,50
51,60,45,25,50,1,50
50,69,45,25,50,1,40
51,49,40,25,50,1,40
0,63,45,25,50,1,40
50,37,45,24,50,1,40
50,50,40,25,50,1,40
0,63,40,25,50,14,51
50,60,45,25,40,10,51
0,49,45,25,40,8,51
0,67,40,24,40,8,51
0,37,45,30,40,12,51
0,50,45,60,30,15,51
0,49,45,50,40,14,51
0,49,40,70,40,14,51
0,69,40,50,40,14,51
50,63,40,50,42,8,51
0,99,45,50,40,12,51
0,50,10,40,48,12,51
0,63,15,50,40,18,51
50,50,15,60,48,15,51
50,69,10,70,45,20,51
50,50,20,50,48,16,51
0,50,15,50,48,18,51
51,63,15,50,48,18,51
50,50,20,50,45,15,51
50,1,10,49,1,5,1
0,10,10,49,1,5,1
51,1,20,100,1,4,1
0,1,15,50,1,4,1
0,1,10,100,1,5,1
0,1,15,100,1,5,1
150,2,10,50,1,5,1
150,1,15,90,1,8,1
150,37,5,90,1,20,1
140,63,15,90,1,20,1
150,63,10,60,1,20,1
150,99,10,100,1,20,1
150,63,15,90,1,20,1
150,68,20,90,1,20,1
150,50,15,90,1,20,40
142,69,10,80,1,20,40
150,63,1,80,1,20,50
150,99,1,80,1,15,40
147,63,1,90,1,20,40
150,1,1,90,1,20,40
150,1,1,90,1,20,40
150,0,1,80,1,20,40
150,1,1,80,1,20,40
150,1,1,10,1,15,50
150,1,1,10,1,20,40
150,1,2,20,1,20,40
0,1,1,20,1,20,40
0,1,1,20,1,20,40
0,0,2,20,60,20,40
0,1,1,20,50,20,40
0,1,1,20,50,20,40
0,1,1,20,50,20,40
0,0,1,20,50,20,40
0,0,1,20,60,20,40
0,1,1,20,50,20,40
0,0,1,20,50,20,50
0,1,1,20,50,20,50
0,0,1,20,60,20,40
0,1,1,20,50,20,50
0,1,1,20,50,15,40
0,1,1,20,40,20,1
0,1,1,20,40,15,1
0,1,1,20,40,20,1
0,50,1,20,40,20,1
0,49,1,20,40,20,1
0,37,1,20,40,20,50
0,49,1,20,40,20,40
0,37,1,20,40,20,40
0,37,1,20,40,20,40
0,50,1,20,40,20,40
0,50,40,20,40,20,40
0,25,60,20,1,20,50
0,50,45,20,1,20,40
0,50,40,20,1,20,49
0,49,40,1,40,20,40
0,49,70,1,40,20,40
0,50,80,33,49,20,45
140,10,70,100,49,20,49
120,50,80,50,49,4,49
140,49,95,100,49,5,49
140,1,90,50,40,5,49
140,50,90,50,49,4,49
140,1,82,30,49,5,49
120,49,90,20,49,4,49
120,50,25,50,45,18,40
140,25,25,33,40,18,49
120,49,75,50,45,18,49
120,1,40,30,1,16,49
120,49,60,100,1,18,49
120,50,60,33,1,18,49
130,1,60,100,1,18,49
140,50,40,50,1,18,40
140,50,60,50,1,18,49
140,50,45,20,1,1,49
120,50,40,50,1,5,49
120,99,55,20,1,1,49
120,99,60,10,1,1,49
130,50,55,20,60,1,49
0,50,55,20,60,1,49
0,99,55,20,70,5,45
0,99,55,10,60,5,40
90,50,60,10,60,5,49
100,50,40,20,80,5,49
75,99,60,20,60,1,49
75,99,60,20,60,2,49
75,50,40,20,60,1,1
75,50,60,20,80,5,1
75,49,1,20,1,5,1
75,50,1,20,1,2,1
75,99,1,20,1,1,1
75,50,45,10,1,1,60
75,37,45,10,1,1,60
75,67,45,20,1,5,60
75,25,10,80,1,2,60
75,50,48,50,48,1,60
75,49,48,50,49,2,60
75,63,48,50,49,1,60
75,67,47,20,40,2,1
100,50,40,20,40,1,1
100,63,40,20,40,1,1
0,25,40,20,40,2,1
0,69,40,5,45,1,1
0,68,60,90,40,2,1
0,49,50,80,49,2,1
0,49,60,50,90,1,30
