Dictator,Banker_50,Bomb,Investor,Proposer,Public_Goods,Responder
50,100,50,100,99,5,1
50,100,50,80,100,5,1
50,100,50,100,100,5,20
50,110,51,100,100,5,1
50,100,50,100,99,5,1
50,100,50,100,100,8,1
50,100,50,100,100,5,20
50,100,50,100,99,5,20
50,100,50,100,30,4,20
50,100,50,100,30,5,1
50,100,50,100,30,5,1
50,100,50,90,30,8,1
50,116,51,80,30,5,1
50,100,50,100,30,8,1
50,100,50,100,30,4,1
50,100,50,100,30,5,20
50,125,37,100,35,8,1
50,100,50,100,35,5,1
50,100,50,80,30,5,1
50,100,50,100,30,8,20
50,100,50,100,40,5,1
50,100,50,80,25,5,1
50,100,69,100,30,8,20
50,100,51,100,30,5,1
50,100,50,100,40,6,20
50,100,50,90,30,5,1
50,100,50,100,30,5,1
50,100,51,100,30,8,1
50,100,50,80,35,5,20
50,100,51,90,30,4,1
50,100,50,100,30,8,1
50,100,50,100,30,8,1
50,100,50,100,25,5,1
50,100,50,100,40,5,1
50,100,50,100,25,5,1
50,100,50,100,30,8,20
50,100,50,100,30,8,1
50,100,50,100,30,5,20
50,100,50,100,30,5,1
50,100,50,100,30,8,1
50,100,50,100,30,0,20
50,100,50,100,40,0,1
50,100,50,100,30,0,1
50,100,50,90,30,0,1
50,100,50,100,25,0,1
50,100,50,100,30,0,1
50,100,50,80,30,0,25
50,100,50,100,30,0,25
50,100,50,100,25,0,30
50,100,50,100,40,0,25
50,100,51,100,30,0,25
50,100,50,100,30,0,25
50,100,50,100,30,0,25
50,100,50,100,40,0,25
50,100,50,100,45,0,25
50,100,50,100,45,0,25
50,100,50,100,55,0,25
50,100,50,100,45,0,25
50,100,50,100,55,0,25
50,100,50,100,55,0,25
50,100,50,90,45,0,1
50,100,50,100,40,0,1
50,100,50,80,40,0,1
50,100,50,100,55,0,1
50,100,50,100,45,0,1
50,100,50,100,55,0,1
50,100,50,100,55,0,1
50,100,50,80,40,0,1
50,100,50,100,40,0,1
50,100,50,100,55,0,1
50,100,99,100,55,0,1
50,116,50,80,45,0,1
50,100,50,100,45,0,1
50,100,50,50,40,0,1
50,100,50,100,40,0,1
50,100,50,100,45,0,1
50,100,50,100,55,0,1
50,100,51,100,40,0,1
50,100,50,100,45,0,1
50,100,50,100,55,0,1
50,100,50,80,45,0,1
50,100,50,100,45,0,1
50,100,50,100,55,0,1
50,100,50,100,55,0,1
50,100,50,50,45,0,1
50,100,51,10,48,0,1
50,100,37,10,40,0,1
50,100,50,10,45,0,1
50,120,50,10,48,0,1
50,100,50,10,40,0,1
50,100,50,10,55,0,1
50,100,50,10,45,0,1
50,120,50,10,47,0,1
50,100,50,10,48,0,1
50,100,50,10,45,0,1
50,100,50,10,55,0,1
50,100,50,10,45,0,1
50,100,50,10,45,0,1
50,100,50,10,55,0,1
50,100,50,10,45,0,1
50,100,99,10,55,0,1
50,100,51,10,45,0,1
50,110,50,10,55,0,1
50,100,50,20,45,0,1
50,100,50,20,55,0,1
50,100,50,10,55,0,1
50,100,50,10,45,0,1
50,100,50,10,45,0,1
50,100,50,10,52,0,1
50,100,50,10,45,0,1
50,100,51,10,45,0,1
50,100,50,10,40,0,1
50,100,50,10,55,0,1
50,100,50,20,40,0,1
50,100,50,10,45,0,1
50,100,51,10,40,0,1
50,100,50,10,48,0,1
50,100,51,10,55,0,1
50,100,50,10,40,0,1
50,100,50,10,40,0,1
50,100,37,10,48,0,1
50,100,50,20,55,0,1
50,100,50,10,45,0,1
50,100,51,10,48,0,1
50,100,50,10,45,0,1
50,100,50,10,40,0,1
50,100,50,10,40,0,1
50,100,50,10,40,0,1
50,100,50,10,48,0,1
50,100,50,10,45,0,1
50,100,50,10,45,0,1
50,100,50,10,50,0,1
50,100,51,10,55,0,1
50,100,50,20,40,0,1
50,100,50,10,45,0,1
50,100,50,10,40,0,1
50,100,51,10,40,0,1
50,100,50,10,45,0,1
50,100,51,10,55,0,1
50,100,50,10,45,0,1
50,100,51,10,40,12,1
50,100,51,5,40,15,1
50,100,51,10,34,12,1
50,120,50,10,35,12,20
50,100,50,20,34,15,20
50,100,50,10,34,15,20
50,100,50,10,34,12,20
50,100,51,10,35,14,20
50,90,50,10,35,12,20
50,100,50,10,35,12,20
50,100,50,10,35,12,20
50,100,50,10,34,12,20
50,100,51,10,35,12,25
50,100,50,10,35,15,1
50,100,50,20,35,12,40
1,60,50,10,35,12,40
1,51,50,10,35,15,40
1,60,50,10,34,14,40
1,60,50,10,35,12,40
1,60,50,10,35,12,40
1,60,50,10,34,12,50
1,60,50,10,35,12,40
1,75,51,10,34,12,40
1,55,50,10,40,12,30
1,60,50,10,34,12,40
1,60,50,10,34,12,50
1,60,50,10,34,15,30
1,55,50,20,35,12,40
1,60,50,10,35,12,40
1,60,50,0,34,12,40
1,60,50,0,35,14,50
1,60,50,0,34,12,30
1,55,50,0,35,15,40
1,55,50,0,35,12,40
1,55,50,0,35,12,40
1,60,50,0,35,13,40
1,60,50,0,35,12,40
1,60,51,0,35,12,20
1,60,50,0,35,12,40
1,70,51,0,34,12,40
1,60,50,0,35,14,40
1,55,50,0,35,12,20
1,55,50,0,35,12,1
1,70,50,0,34,12,25
1,60,51,0,35,12,1
1,60,50,1,35,12,20
1,60,50,0,35,12,20
1,60,50,0,35,15,1
1,60,50,0,36,14,1
1,60,50,0,0,12,25
1,60,50,0,0,12,1
1,60,50,0,1,12,1
1,60,50,0,1,15,1
1,60,50,0,1,12,20
1,55,40,0,1,15,20
1,60,50,0,1,15,20
1,60,33,0,1,14,20
1,55,50,0,1,12,20
1,60,49,0,1,15,20
1,55,50,0,0,14,20
1,60,33,0,0,15,1
1,60,33,0,0,12,20
1,60,50,0,1,15,30
1,55,50,0,1,12,1
1,60,33,0,1,12,20
1,60,33,0,1,14,20
1,60,40,0,1,12,25
1,51,50,0,1,12,1
1,60,33,0,0,12,20
1,55,33,0,0,12,1
1,60,33,0,1,12,30
1,60,40,0,1,15,20
1,60,50,0,0,12,20
1,60,50,1,0,12,30
1,60,41,0,1,12,20
1,51,30,0,1,12,1
1,51,50,0,0,12,25
1,60,50,0,1,12,1
1,60,50,0,1,12,1
1,60,50,0,0,15,1
1,0,50,0,1,12,1
1,0,49,0,0,15,20
1,0,50,0,0,12,1
1,0,33,0,0,12,20
1,0,50,0,0,15,20
1,0,40,0,0,12,30
1,0,50,0,1,12,20
1,0,50,0,0,12,30
1,0,33,0,1,12,30
1,0,33,0,1,12,20
1,0,33,0,0,12,25
1,0,33,0,1,12,20
1,0,50,10,0,12,25
1,0,50,0,1,12,20
1,0,50,0,1,14,20
1,0,50,0,0,12,20
1,0,50,0,1,12,20
1,0,50,0,0,14,30
1,0,50,0,1,12,20
1,0,50,10,0,12,20
1,0,33,5,0,12,20
1,0,37,10,0,12,30
1,0,33,10,0,12,20
1,0,33,10,1,12,20
1,0,40,10,1,12,25
1,0,50,10,1,15,20
1,0,30,10,1,12,50
1,0,50,10,1,12,20
1,0,50,10,1,12,25
1,0,50,10,1,12,20
1,0,40,10,0,15,30
1,0,49,10,1,15,30
1,0,33,10,1,10,20
1,0,50,10,1,15,20
1,0,50,10,1,12,20
1,0,30,10,1,15,20
1,0,33,10,1,10,30
1,0,40,10,0,15,20
1,0,40,10,0,15,30
1,0,40,10,1,15,30
1,0,50,10,40,15,20
1,0,50,1,40,10,25
1,0,33,1,40,12,20
1,0,40,1,40,12,30
1,0,50,1,40,10,20
1,0,50,1,40,15,1
1,0,50,1,40,12,20
1,0,40,10,40,15,1
1,0,37,1,40,15,1
1,0,40,20,30,15,50
1,0,33,1,40,10,1
1,0,33,1,40,10,99
1,0,50,1,40,15,1
1,0,40,1,40,15,1
1,0,30,10,40,12,20
1,0,33,5,40,15,1
5,0,40,5,40,12,50
30,0,40,5,40,15,1
30,0,50,1,40,15,1
20,0,50,5,40,10,50
30,0,33,1,40,10,1
30,0,50,1,40,16,40
30,0,50,10,40,15,30
30,0,34,1,40,12,40
20,0,49,10,40,15,40
20,0,50,1,40,15,40
20,0,50,1,100,15,40
30,0,50,1,90,15,40
30,0,50,1,100,15,30
30,0,50,1,90,18,30
30,0,49,5,100,15,40
30,0,50,1,100,12,40
30,0,50,5,90,15,30
30,0,50,1,90,15,30
30,0,33,5,100,15,30
20,0,33,5,100,15,30
20,0,33,1,90,15,40
20,0,33,1,99,15,40
30,0,40,10,100,12,40
30,0,50,1,90,15,40
30,0,33,1,55,15,30
20,0,50,1,55,15,30
20,0,50,1,55,15,30
20,0,50,1,55,15,40
20,0,50,5,55,20,40
30,0,33,1,55,15,30
30,0,50,1,55,12,30
20,0,33,1,55,15,40
20,0,49,5,55,15,40
20,0,50,1,55,15,30
20,0,33,10,55,15,20
30,0,40,10,55,15,25
30,0,33,1,55,18,1
30,0,30,1,40,15,20
30,0,45,10,40,15,1
30,0,40,1,40,15,30
30,0,33,1,40,15,20
30,0,50,1,40,15,1
20,0,49,1,30,15,20
20,0,45,5,35,15,1
20,0,30,10,35,15,25
30,0,37,1,40,15,20
30,0,50,1,40,10,20
20,0,33,10,80,15,20
30,0,40,1,80,15,20
30,0,50,10,80,15,1
20,0,50,10,80,10,1
20,0,33,1,80,15,1
30,0,33,1,80,15,1
20,0,49,1,80,15,1
99,0,50,1,80,15,1
99,0,40,50,80,15,20
99,0,50,50,80,15,20
99,0,45,50,80,15,1
90,0,33,50,70,15,25
99,0,50,50,80,15,20
40,0,33,50,80,15,20
40,0,50,50,80,15,20
20,0,50,33,80,15,1
40,0,50,50,80,10,1
40,0,50,50,100,15,20
40,0,33,40,80,10,25
20,0,40,50,80,10,1
40,0,33,50,100,10,1
40,0,40,50,80,10,20
30,0,50,50,80,15,20
40,0,33,50,80,15,1
30,0,50,50,80,15,51
20,0,50,50,80,15,50
40,0,33,50,80,15,1
40,0,49,50,80,10,51
40,0,33,50,80,15,51
40,0,50,50,80,15,51
30,0,50,50,80,15,51
40,0,40,50,80,15,51
40,0,33,50,80,15,51
40,0,50,50,70,15,51
40,0,40,50,80,10,51
40,0,33,50,80,15,1
40,0,50,50,80,0,51
40,0,33,50,60,0,51
40,0,37,50,70,0,51
40,0,50,50,80,0,51
40,0,45,50,80,0,50
40,0,45,50,80,0,1
40,0,50,50,80,0,50
25,0,33,50,80,0,51
30,0,50,50,80,0,51
40,0,50,50,80,0,51
40,0,50,50,80,0,51
30,0,50,50,80,0,51
40,0,50,50,80,0,1
40,0,50,50,80,0,51
40,0,50,50,20,0,51
40,0,50,50,20,0,51
40,0,50,50,20,0,1
40,0,50,50,20,0,51
40,0,50,50,20,0,51
40,0,50,50,20,0,51
30,0,50,50,1,0,51
30,0,50,50,20,0,51
40,0,50,50,25,0,51
30,0,50,50,20,0,1
40,0,50,50,20,0,51
40,0,50,50,20,0,51
40,0,50,50,25,0,1
40,0,50,50,20,0,20
55,0,50,50,20,0,20
55,0,50,50,20,0,1
45,0,50,50,30,0,1
55,0,50,50,25,0,1
45,0,50,50,20,0,25
55,0,50,50,30,0,20
20,0,100,50,30,0,1
30,0,50,50,30,0,40
20,0,50,50,25,0,1
20,0,50,50,30,0,1
5,0,50,50,30,0,20
5,0,50,50,25,0,1
1,0,50,50,30,0,20
1,0,50,50,25,0,40
1,0,50,60,30,0,1
5,0,50,60,30,0,1
20,0,50,60,30,0,40
20,0,50,60,25,0,20
10,0,50,60,30,0,1
10,50,50,60,30,0,20
10,0,50,60,25,0,40
1,0,50,60,30,0,1
1,0,50,60,25,0,20
25,0,50,60,25,0,25
1,0,50,60,25,0,30
1,0,50,60,25,0,20
5,0,50,60,25,0,1
1,0,50,60,25,0,20
20,0,50,60,30,0,30
30,0,50,60,25,0,25
30,0,50,60,30,0,1
20,0,50,60,25,0,25
20,0,50,60,30,0,40
30,0,50,60,30,0,1
20,0,50,60,25,0,25
20,0,50,60,30,0,20
5,0,50,60,30,0,25
1,0,50,60,30,0,1
20,0,50,60,30,0,50
5,0,50,95,30,0,30
1,0,50,95,30,0,30
20,0,50,95,30,0,40
5,0,50,95,25,0,1
5,0,50,95,20,0,30
5,0,50,95,30,0,30
5,0,50,95,25,0,20
20,0,50,95,25,0,20
20,0,50,95,25,0,30
20,0,50,99,30,0,1
30,0,50,95,30,0,20
40,0,50,95,25,0,20
40,0,50,95,30,0,20
40,0,50,99,30,0,1
20,0,50,99,30,0,20
10,0,50,95,30,0,1
40,0,50,95,25,0,20
1,0,50,99,25,0,20
10,0,50,95,25,0,30
20,0,50,95,30,0,20
20,0,50,95,25,0,1
20,0,50,95,30,0,20
20,0,50,95,25,0,40
1,0,50,95,25,0,30
20,0,50,95,25,0,20
5,0,50,95,35,0,1
5,0,50,99,40,0,20
20,0,50,95,40,0,20
1,0,50,95,30,0,1
20,0,50,95,40,0,30
5,0,100,95,40,0,20
35,50,50,95,40,0,20
37,0,50,95,40,0,30
35,0,50,95,30,0,20
35,0,50,95,40,0,20
35,0,50,95,40,20,1
37,0,50,95,40,20,20
35,0,100,99,40,20,1
40,0,50,99,38,20,1
37,0,50,95,40,20,20
40,0,50,95,40,20,20
35,0,50,95,40,20,20
35,0,50,95,40,20,30
35,0,50,99,40,20,20
35,0,50,95,40,20,30
35,0,50,95,35,20,20
38,0,50,95,40,20,20
40,0,37,95,40,20,40
35,0,50,95,40,20,30
35,0,50,95,40,20,25
35,0,50,99,40,20,40
35,0,50,95,40,20,30
35,0,50,95,40,20,20
35,0,50,99,40,20,20
40,50,50,95,40,20,25
35,0,50,95,40,20,30
35,0,50,95,35,20,20
40,0,50,95,40,20,40
35,50,50,99,40,20,30
40,0,50,95,30,20,40
35,0,50,95,40,20,40
35,0,50,97,40,20,25
35,120,50,95,40,20,20
37,100,50,1,40,20,25
38,100,50,1,40,20,25
37,100,50,1,40,20,20
35,100,50,1,40,20,25
35,100,50,1,40,20,30
35,100,50,1,40,20,30
35,100,50,1,30,20,30
35,100,50,40,40,20,30
35,100,50,40,25,20,20
38,120,50,40,40,20,25
35,100,50,40,40,20,20
35,100,50,30,30,20,40
35,100,50,30,40,20,30
40,100,50,40,40,20,20
35,100,50,40,40,20,40
90,100,50,40,45,20,25
80,100,50,40,30,20,30
90,100,50,40,30,20,25
80,100,50,30,40,20,20
55,100,50,40,45,20,30
55,100,50,40,40,20,25
55,100,50,40,45,20,20
40,100,50,40,55,20,25
40,100,50,40,55,20,30
40,100,50,40,45,20,20
40,75,50,50,45,20,30
40,80,50,50,55,20,30
40,80,50,50,55,20,40
40,75,50,50,55,20,60
40,75,50,50,55,20,51
55,100,50,10,55,20,40
45,80,50,20,55,20,66
55,60,50,10,40,20,75
45,80,50,20,40,20,75
45,80,50,10,38,20,60
45,75,50,20,38,20,20
45,100,50,40,38,20,40
45,80,50,40,40,20,40
45,75,50,40,30,20,40
45,100,50,40,25,20,40
45,75,50,40,55,20,50
45,100,50,45,55,20,40
40,100,50,40,55,20,40
45,100,50,45,51,20,40
40,100,50,40,50,20,40
45,100,50,40,55,20,50
40,75,50,50,40,20,50
45,100,50,50,40,20,40
40,75,50,50,40,20,50
40,100,50,50,40,20,45
40,100,50,50,40,20,30
45,80,50,50,40,20,40
40,75,50,50,30,20,50
49,75,50,50,40,20,50
49,100,50,50,40,20,40
40,75,50,50,40,20,40
49,100,50,50,40,20,40
49,100,50,60,40,20,40
49,75,50,50,40,20,40
40,100,50,40,45,20,40
49,80,50,25,55,20,40
49,100,50,30,55,20,40
40,100,50,30,55,20,40
49,80,50,30,40,20,40
40,100,50,30,55,20,40
49,75,50,30,45,20,40
49,75,50,30,55,20,40
49,75,50,40,52,20,20
30,100,50,30,55,20,45
30,75,50,33,40,20,50
30,80,50,30,45,20,40
30,75,50,30,45,20,50
30,75,50,40,45,20,40
20,75,50,20,100,20,40
30,100,50,20,100,20,40
30,75,50,33,100,20,30
30,60,50,30,100,20,40
20,75,50,30,100,20,50
30,75,50,30,100,20,50
30,100,50,40,100,20,45
30,75,50,30,100,20,40
40,75,50,50,100,20,50
45,60,50,50,100,20,50
40,75,50,50,100,20,40
45,75,50,50,100,20,40
45,75,50,50,100,20,45
40,75,50,60,100,20,20
0,100,50,60,100,20,20
1,75,50,50,100,20,20
1,75,50,50,100,20,1
5,75,50,40,100,20,1
1,75,50,50,100,20,20
1,60,50,50,100,20,20
1,75,50,50,100,20,20
0,75,50,50,100,20,25
0,75,50,50,100,20,20
0,75,50,50,100,20,20
45,150,50,50,100,20,20
45,150,50,40,100,20,20
45,150,50,50,100,20,1
40,150,50,50,100,20,20
40,150,50,60,90,20,20
10,150,50,50,90,20,20
40,150,50,50,60,20,1
40,150,50,50,60,20,20
10,150,50,50,80,20,25
30,150,50,50,70,20,20
40,150,50,1,90,20,20
40,150,50,1,80,20,20
40,150,50,1,90,20,1
40,150,50,1,90,20,25
30,150,50,1,80,20,20
20,150,50,5,90,20,25
40,150,50,5,80,20,20
20,150,50,50,60,20,20
45,150,50,40,80,20,25
50,150,50,50,20,20,20
40,150,50,50,20,20,20
50,100,99,50,20,20,20
55,100,50,90,20,20,20
60,75,50,95,30,20,20
40,100,50,90,25,20,25
40,60,50,90,30,20,30
40,60,50,60,25,20,20
40,51,50,80,20,20,25
40,0,50,50,45,20,20
40,0,50,50,40,20,20
40,0,50,50,45,20,20
40,0,50,50,45,20,20
45,100,50,40,45,20,25
49,100,50,90,45,20,20
